query,origin_instruct,app,ground_truth_tool
帮我用抖音极速版商城搜一下生日蛋糕，再看看蛋糕送到景明小区的时间是多久,"在抖音极速版的商城中搜索<搜索内容>
在抖音极速版的商城中查看<搜索内容>送达<地址>的时间","抖音极速版
 抖音极速版",[]
打开抖音极速版商城蛋白粉的评论，把瑜伽垫加入购物车,"在抖音极速版的商城中打开<搜索内容>的评论
在抖音极速版的商城中加入购物车<搜索内容>","抖音极速版
 抖音极速版",[]
给我在抖音极速版商城打开运动水杯的规格尺寸，再把小号的水杯加入购物车,"在抖音极速版的商城中打开<搜索内容>的规格
在抖音极速版的商城中加入购物车<规格>的<搜索内容>","抖音极速版
 抖音极速版",[]
抖音极速版商城打开捷安特自行车的参数数据再帮我加入购物车三瓶润滑油,"在抖音极速版的商城中打开<搜索内容>的参数
在抖音极速版的商城中加入购物车<数量>的<搜索内容>","抖音极速版
 抖音极速版",[]
去抖音极速版商城打开乐高赛车的详情再把法拉利模型加入购物车送到北京,"在抖音极速版的商城中打开<搜索内容>的详情
在抖音极速版的商城中加入购物车<搜索内容>送至<地址>","抖音极速版
 抖音极速版",[]
替我把洗面奶加入购物车在快手的商城中，下单大包的卫生纸,"在快手的商城中加入购物车<搜索内容>
在快手的商城中下单<规格>的<搜索内容>","快手
 快手",[]
去快手商城搜下实惠装的洗衣液加入购物车，在帮我下单三包洗衣粉,"在快手的商城中加入购物车<规格>的<搜索内容>
在快手的商城中下单<数量>的<搜索内容>","快手
 快手",[]
把4个篮球加入快手商城购物车再下单个篮网送到天津,"在快手的商城中加入购物车<数量>的<搜索内容>
在快手的商城中下单<搜索内容>送至<地址>","快手
 快手",[]
去快手商城把7个2000块的拼图加入购物车，还要在商城用支付宝下单一个相框,"在快手的商城中加入购物车<规格><数量>的<搜索内容>
在快手的商城中用<支付方式>下单<搜索内容>","快手
 快手",[]
在快手商城下单水桶再去看看收藏的商品,"在快手的商城中下单<搜索内容>
在快手的商城中收藏<搜索内容>","快手
 快手",[]
下单小米手机去快手极速版商城，再搜下vivo手机,"在快手极速版的商城中下单<搜索内容>
在快手极速版的商城中搜索<搜索内容>","快手极速版
 快手极速版",[]
帮我在快手极速版商城下单大份的方便面，再查看下康师傅的评论,"在快手极速版的商城中下单<规格>的<搜索内容>
在快手极速版的商城中打开<搜索内容>的评论","快手极速版
 快手极速版",[]
我要下单3个肘子在快手极速版中，还要打开雷神911的规格界面,"在快手极速版的商城中下单<数量>的<搜索内容>
在快手极速版的商城中打开<搜索内容>的规格","快手极速版
 快手极速版",[]
去快手极速版商城下单充电器送到七天酒店，再看下充电宝的参数,"在快手极速版的商城中下单<搜索内容>送至<地址>
在快手极速版的商城中打开<搜索内容>的参数","快手极速版
 快手极速版",[]
去快手极速版的商城下单菠萝包用微信支付，再搜索下牛角包的详情,"在快手极速版的商城中用<支付方式>下单<搜索内容>
在快手极速版的商城中打开<搜索内容>的详情","快手极速版
 快手极速版",[]
拼多多搜下政府补贴再帮我确认收货沐浴露的订单,"在拼多多中打开政府补贴并搜索<搜索内容>
在拼多多中给<搜索内容>订单确认收货","拼多多
 拼多多",[]
去拼多多看看可乐订单的物流单号再给红牛订单申请售后服务,"在拼多多中查看<搜索内容>订单的物流单号
在拼多多中给<搜索内容>订单申请售后","拼多多
 拼多多",[]
给我去拼多多打风扇订单的快递电话再给空调订单申请退款原因就写不制冷,"在拼多多中拨打<搜索内容>订单的快递电话
在拼多多中给<搜索内容>订单申请<售后类型>且原因为<原因>","拼多多
 拼多多",[]
打开拼多多去催下裙子发货还要去评价下短袖的订单,"在拼多多中给<搜索内容>订单催发货
在拼多多中评价<搜索内容>订单","拼多多
 拼多多",[]
我要催笔袋订单的配送在拼多多中在给买的图书一个五星好评,"在拼多多中给<搜索内容>订单催配送
在拼多多中评价<搜索内容>订单且星级为<星级>","拼多多
 拼多多",[]
我要去淘宝评价下裤子的订单在给牛仔裤订单申请退货理由就写不想要了,"在淘宝中评价<搜索内容>订单
在淘宝中给<搜索内容>订单申请<售后类型>且原因为<原因>","淘宝
 淘宝",[]
给我淘宝买的咖啡4星好评，再申请硬盘订单的售后,"在淘宝中评价<搜索内容>订单且星级为<星级>
在淘宝中给<搜索内容>订单申请售后","淘宝
 淘宝",[]
去淘宝评价下相机就写机器很好用原装进口保真，再把镜头订单确认收货,"在淘宝中评价<搜索内容>订单且评价内容为<文本内容>
在淘宝中给<搜索内容>订单确认收货","淘宝
 淘宝",[]
帮我在淘宝评价无骨鸡爪订单并上传图片再顺便催下牛肉干的配送,"在淘宝中评价<搜索内容>订单并上传图片
在淘宝中给<搜索内容>订单催配送","淘宝
 淘宝",[]
给薯片订单五星好评写口味非常好吃并上传图片在淘宝中，再催催毛衣发货,"在淘宝中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片
在淘宝中给<搜索内容>订单催发货","淘宝
 淘宝",[]
打开京东扶梯的规格，在下单一个螺丝刀,"在京东中打开<搜索内容>的规格
在京东中下单<搜索内容>","京东
 京东",[]
打开京东单反相机的参数，下单最低配置的镜头,"在京东中打开<搜索内容>的参数
在京东中下单<规格>的<搜索内容>","京东
 京东",[]
帮我去京东搜搜加湿器的详情再下单买两箱安慕希酸奶,"在京东中打开<搜索内容>的详情
在京东中下单<数量>的<搜索内容>","京东
 京东",[]
去京东看看买的萝卜送到大庆的时间再下单一箱土豆送到苏州,"在京东中查看<搜索内容>送达<地址>的时间
在京东中下单<搜索内容>送至<地址>","京东
 京东",[]
去京东把香水加入购物车再下单个面霜用京东白条支付,"在京东中加入购物车<搜索内容>
在京东中用<支付方式>下单<搜索内容>","京东
 京东",[]
去天猫催鞋子订单发货，还要打开高跟鞋的详情页面,"在天猫中给<搜索内容>订单催发货
在天猫中打开<搜索内容>的详情","天猫
 天猫",[]
打开天猫催下内衣发货再把提拉米苏加入我的购物车,"在天猫中给<搜索内容>订单催配送
在天猫中加入购物车<搜索内容>","天猫
 天猫",[]
去天猫确认零食礼包收货再把小号的零食礼包加入购物车,"在天猫中给<搜索内容>订单确认收货
在天猫中加入购物车<规格>的<搜索内容>","天猫
 天猫",[]
打开天猫申请笔记本电脑订单的售后服务在加入购物车两个u盘,"在天猫中给<搜索内容>订单申请售后
在天猫中加入购物车<数量>的<搜索内容>","天猫
 天猫",[]
去天猫申请熟食牛肉的售后退货原因写密封漏气再把鸡胸肉加入购物车送到盐城,"在天猫中给<搜索内容>订单申请<售后类型>且原因为<原因>
在天猫中加入购物车<搜索内容>送至<地址>","天猫
 天猫",[]
去咸鱼看看拉布布的物流单号再给手机支架订单申请售后,"在闲鱼中查看<搜索内容>订单的物流单号
在闲鱼中给<搜索内容>订单申请售后","咸鱼
 咸鱼",[]
打开咸鱼看看锤子订单的物流快递电话再给高达模型订单申请售后原因为缺零件了,"在闲鱼中查看<搜索内容>订单的快递电话
在闲鱼中给<搜索内容>订单申请<售后类型>且原因为<原因>","咸鱼
 咸鱼",[]
帮我给咸鱼的手机订单催下发货，再评价下游戏卡的订单,"在闲鱼中给<搜索内容>订单催发货
在闲鱼中评价<搜索内容>订单","咸鱼
 咸鱼",[]
去咸鱼催下纸模订单配货再给之前的水果订单1星差评,"在闲鱼中给<搜索内容>订单催配货
在闲鱼中评价<搜索内容>订单且星级为<星级>","咸鱼
 咸鱼",[]
去给咸鱼的机器人订单确认收货评价下点心订单就写点心很甜很好吃,"在闲鱼中给<搜索内容>订单确认收货
在闲鱼中评价<搜索内容>订单且评价内容为<文本内容>","咸鱼
 咸鱼",[]
去唯品会下单五件背心在评价下短裤的订单,"在唯品会中下单<数量>的<搜索内容>
在唯品会中评价<搜索内容>订单","唯品会
 唯品会",[]
打开唯品会下单夹克外套送到天通苑给帽子订单一个3星评价,"在唯品会中下单<搜索内容>送至<地址>
在唯品会中评价<搜索内容>订单且星级为<星级>","唯品会
 唯品会",[]
用唯品会支付宝支付下单单肩包，评价下披肩订单写材质很好耐用,"在唯品会中用<支付方式>下单<搜索内容>
在唯品会中评价<搜索内容>订单且评价内容为<文本内容>","唯品会
 唯品会",[]
去唯品会下单10副中号手套用微信支付送到黑河，还要评价羽绒服的订单上传图片,"在唯品会中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>
在唯品会中评价<搜索内容>订单并上传图片","唯品会
 唯品会",[]
打开唯品会我收藏的貂皮，再评价下风衣给五星好评就写特别防风好用上传衣服图片,"在唯品会中收藏<搜索内容>
在唯品会中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片","唯品会
 唯品会",[]
去得物搜一下德训鞋再去转转也搜一下,"在得物中搜索<搜索内容>
在转转中搜索<搜索内容>","得物
 转转",[]
分别在得物和转转中打开海澜之家的评论,"在得物中打开<搜索内容>的评论
在转转中打开<搜索内容>的评论","得物
 转转",[]
打开得物和转转的衬衫的规格,"在得物中打开<搜索内容>的规格
在转转中打开<搜索内容>的规格","得物
 转转",[]
打开得物球鞋的参数转转的也打开一下,"在得物中打开<搜索内容>的参数
在转转中打开<搜索内容>的参数","得物
 转转",[]
去得物打开登山包的详情再去转转看看详情,"在得物中打开<搜索内容>的详情
在转转中打开<搜索内容>的详情","得物
 转转",[]
去抖音商城看看扇子送到家的时间再去抖音极速版看一下,"在抖音的商城中查看<搜索内容>送达<地址>的时间
在抖音极速版的商城中查看<搜索内容>送达<地址>的时间","抖音
 抖音极速版",[]
