输入query,输入query对应的instruction,输入appname,输入大类,模型原输出,标注输出,是否标注,是否为训练集,,,,,,,,,,,,
我想在京东查看我寄出的运输中包裹物流情况。,在京东中查运输中我寄快递,京东,物流,<Plan>#物流#在$京东$中查看寄出的运输中包裹物流情况</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo助手，我在京东寄的快递现在到运输的哪个环节了？,在京东中查运输中我寄快递,京东,物流,<Plan>#物流#查看$京东$快递的运输环节</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出快递的运输环节</Plan><Finish>,√,0,,,,,,,,,,,,
我在京东寄出的快递哪些在派送中,在京东中查派送中我寄快递,京东,物流,<Plan>#物流#在$京东$中查看寄出的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的派送中快递</Plan><Finish>,√,0,,,,,,,,,,,,
YoYo，帮我查一下京东上我寄出的正在派送的快递信息。,在京东中查派送中我寄快递,京东,物流,<Plan>#物流#在$京东$中查看我寄出的正在派送的快递信息</Plan><Finish>,,√,1,,,,,,,,,,,,
京东我寄出的快递派送进度在哪里能看啊？,在京东中查派送中我寄快递,京东,物流,<Plan>#物流#在$京东$中查看寄出的快递派送进度</Plan><Finish>,,√,1,,,,,,,,,,,,
快点帮我打开JD，查看我寄出的派送中的快递。,在京东中查派送中我寄快递,京东,物流,<Plan>#启动#打开$京东$<br>#物流#在$京东$中查看我寄出的派送中的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看我寄出的派送中的快递</Plan><Finish>,√,0,,,,,,,,,,,,
京东里怎么找我寄快递的正在派送中的记录,在京东中查派送中我寄快递,京东,物流,<Plan>#物流#在$京东$中查看正在派送中的快递记录</Plan><Finish>,<Plan>#物流#在$京东$中查看正在派送中的寄出快递记录</Plan><Finish>,√,0,,,,,,,,,,,,
我在京东商城寄出的快递单号有哪些已经签收了？,在京东中查已签收我寄快递,京东,物流,<Plan>#物流#在$京东$中查看已签收的快递单号</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，帮我查一下京东上我寄出的快递哪些显示已签收。,在京东中查已签收我寄快递,京东,物流,<Plan>#物流#在$京东$中查看已签出的快递是否已签收</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的快递是否已签收</Plan><Finish>,√,1,,,,,,,,,,,,
京东JD里有没有显示我最近寄快递的签收情况？,在京东中查已签收我寄快递,京东,物流,<Plan>#物流#在$京东$中查看最近寄快递的签收情况</Plan><Finish>,,√,0,,,,,,,,,,,,
查看我在京东寄出的包裹物流状态，筛选出已签收的！,在京东中查已签收我寄快递,京东,物流,<Plan>#物流#查看我在$京东$中寄出的包裹物流状态<br>筛选出已签收的</Plan><Finish>,<Plan>#物流#查看我在$京东$中寄出的已签收包裹物流</Plan><Finish>,√,0,,,,,,,,,,,,
YoYo，我前两天从京东下单寄快递了，现在都签收了吗？,在京东中查已签收我寄快递,京东,物流,<Plan>#物流#在$京东$中查看快递签收情况</Plan><Finish>,<Plan>#物流#在$京东$中查看寄快递签收情况</Plan><Finish>,√,0,,,,,,,,,,,,
我在京东商城里取消的寄快递在哪里查？,在京东中查已取消我寄快递,京东,物流,<Plan>#物流#在$京东$中查看取消的寄快递状态</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我查一下京东上我取消过的寄快递记录。,在京东中查已取消我寄快递,京东,物流,<Plan>#物流#在$京东$中查看取消过的寄快递记录</Plan><Finish>,,√,0,,,,,,,,,,,,
京东JD里取消过的寄出快递单怎么查啊？,在京东中查已取消我寄快递,京东,物流,<Plan>#物流#在$京东$中查看取消过的寄出快递单</Plan><Finish>,,√,1,,,,,,,,,,,,
我想在京东查看之前取消的寄件信息，你能教我怎么操作吗？,在京东中查已取消我寄快递,京东,物流,<Plan>#物流#在$京东$中查看之前取消的寄件信息</Plan><Finish>,,√,1,,,,,,,,,,,,
京东取消的寄出快递在哪看？快帮我找一下！,在京东中查已取消我寄快递,京东,物流,<Plan>#物流#在$京东$中查看取消的寄出快递</Plan><Finish>,,√,0,,,,,,,,,,,,
我在京东商城寄出的快递有没有被拒收的情况？,在京东中查已拒收我寄快递,京东,物流,<Plan>#物流#查看在$京东$中寄出的快递是否有被拒收的情况</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的快递是否有被拒收的情况</Plan><Finish>,√,1,,,,,,,,,,,,
YOYO，帮我查一下在京东（JD）上我寄出的包裹有没有被拒收的记录。,在京东中查已拒收我寄快递,京东,物流,<Plan>#物流#在$京东$中查看我寄出的包裹记录</Plan><Finish>,<Plan>#物流#在$京东$中查看我寄出的被拒收包裹记录</Plan><Finish>,√,0,,,,,,,,,,,,
京东上有没有显示我最近寄出的快递被对方拒收了？,在京东中查已拒收我寄快递,京东,物流,<Plan>#物流#在$京东$中查看最近寄出的快递状态</Plan><Finish>,<Plan>#物流#在$京东$中查看最近寄出的拒收快递</Plan><Finish>,√,0,,,,,,,,,,,,
查一下我在京东商城寄的快递有没有被拒收的。,在京东中查已拒收我寄快递,京东,物流,<Plan>#物流#查看在$京东$中我寄的快递是否被拒收</Plan><Finish>,<Plan>#物流#在$京东$中查看我寄的快递是否被拒收</Plan><Finish>,√,1,,,,,,,,,,,,
YOYO，在京东下单后寄出的快递有没有被买家拒收的？帮我查一下,在京东中查已拒收我寄快递,京东,物流,<Plan>#物流#在$京东$中查看下单后的快递是否被买家拒收</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，快帮我查一下我在京东寄出的快递有没有被揽件。,在京东中查已揽件我寄快递,京东,物流,<Plan>#物流#在$京东$中查看快递是否被揽件</Plan><Finish>,<Plan>#物流#在$京东$中查看我寄出的快递是否被揽件</Plan><Finish>,√,0,,,,,,,,,,,,
我想在京东商城看看我最近寄出的快递哪些被揽件了。,在京东中查已揽件我寄快递,京东,物流,<Plan>#物流#在$京东$中查看最近寄出的快递状态</Plan><Finish>,,√,1,,,,,,,,,,,,
JD上我之前寄的包裹显示有没有揽收成功？,在京东中查已揽件我寄快递,京东,物流,<Plan>#物流#在$京东$中查看之前寄的包裹物流情况</Plan><Finish>,,√,1,,,,,,,,,,,,
请帮忙查看京东商城里我的已揽件寄快递信息。,在京东中查已揽件我寄快递,京东,物流,<Plan>#物流#在$京东$中查看已揽件寄快递信息</Plan><Finish>,,√,0,,,,,,,,,,,,
我在京东寄了快递，现在想查下有没有揽收记录。,在京东中查已揽件我寄快递,京东,物流,<Plan>#物流#在$京东$中查看快递揽收记录</Plan><Finish>,<Plan>#物流#在$京东$中查看寄快递揽收记录</Plan><Finish>,√,0,,,,,,,,,,,,
京东怎么寄快递啊？,在京东中寄快递,京东,物流,<Plan>#物流#在$京东$中查看物流情况</Plan><Finish>,<Plan>#物流#在$京东$中查看寄快递</Plan><Finish>,√,1,,,,,,,,,,,,
帮我查一下京东商城寄件在哪里。,在京东中寄快递,京东,物流,<Plan>#物流#在$京东$中查看寄件地址</Plan><Finish>,<Plan>#物流#在$京东$中查看寄件</Plan><Finish>,√,0,,,,,,,,,,,,
YOYO，我想在JD上寄一个包裹，怎么操作？,在京东中寄快递,京东,物流,<Plan>#物流#在$京东$中查看已购买商品的物流情况<br>使用$京东$中的物流功能寄送包裹</Plan><Finish>,<Plan>#物流#在$京东$中查看寄包裹</Plan><Finish>,√,0,,,,,,,,,,,,
京东怎么寄快递，入口在哪里,在京东中寄快递,京东,物流,<Plan>#物流#在$京东$中查看物流情况</Plan><Finish>,<Plan>#物流#在$京东$中查看寄快递</Plan><Finish>,√,1,,,,,,,,,,,,
从京东寄快递怎么操作,在京东中寄快递,京东,物流,<Plan>#物流#在$京东$中查看寄快递操作</Plan><Finish>,,√,0,,,,,,,,,,,,
我在天猫商城买的商品怎么查看物流信息啊？,在天猫中查看物流,天猫,物流,<Plan>#物流#在$天猫$中查看购买的商品物流信息</Plan><Finish>,,√,1,,,,,,,,,,,,
YOYO，帮我查一下天猫订单的物流状态。,在天猫中查看物流,天猫,物流,<Plan>#物流#在$天猫$中查看订单的物流状态</Plan><Finish>,,√,0,,,,,,,,,,,,
帮我看一下天猫商城下单后的物流状态。,在天猫中查看物流,天猫,物流,<Plan>#物流#查看已购买商品的物流状态，在$天猫$商城中</Plan><Finish>,<Plan>#物流#在$天猫$商城中查看已购买商品的物流状态</Plan><Finish>,√,0,,,,,,,,,,,,
有没有办法在天猫网里直接追踪快递进度？,在天猫中查看物流,天猫,物流,<Plan>#物流#在$天猫$中查看快递进度</Plan><Finish>,,√,0,,,,,,,,,,,,
我刚在天猫买了个包，现在物流信息在哪能看到啊？,在天猫中查看物流,天猫,物流,<Plan>#物流#在$天猫$中查看物流信息</Plan><Finish>,,√,1,,,,,,,,,,,,
我想在闲鱼市场里查看我卖出的商品物流信息，能帮我查一下吗？,在闲鱼中查看我卖出的商品的物流,闲鱼,物流,<Plan>#物流#在$闲鱼$中查看我卖出的商品物流信息</Plan><Finish>,,√,0,,,,,,,,,,,,
YOYO，快帮我看看闲鱼上我最近卖出的东西快递走到哪了。,在闲鱼中查看我卖出的商品的物流,闲鱼,物流,<Plan>#物流#在$闲鱼$中查看我最近卖出的东西快递情况</Plan><Finish>,,√,1,,,,,,,,,,,,
咸鱼上我之前卖掉的那件商品，物流状态你能不能查到？,在闲鱼中查看我卖出的商品的物流,闲鱼,物流,<Plan>#物流#在$咸鱼$中查看之前卖掉的商品的物流状态</Plan><Finish>,,√,0,,,,,,,,,,,,
有没有办法通过闲鱼二手应用查看我作为卖家发出的商品运输进度？,在闲鱼中查看我卖出的商品的物流,闲鱼,物流,<Plan>#物流#在$闲鱼$中查看作为卖家发出的商品运输进度</Plan><Finish>,,√,1,,,,,,,,,,,,
YOYO助手，我需要了解我在闲鱼市场卖出的商品当前的物流情况，你能帮我吗？,在闲鱼中查看我卖出的商品的物流,闲鱼,物流,<Plan>#物流#查看我在$闲鱼$市场卖出的商品当前的物流情况</Plan><Finish>,<Plan>#物流#在$闲鱼$中查看我卖出的商品当前的物流情况</Plan><Finish>,√,0,,,,,,,,,,,,
我想在闲鱼市场里查看我买的东西的物流信息。,在闲鱼中查看我买到的商品的物流,闲鱼,物流,<Plan>#物流#查看$闲鱼$的物流信息</Plan><Finish>,<Plan>#物流#在$闲鱼$中查看物流信息</Plan><Finish>,√,0,,,,,,,,,,,,
YOYO，帮我查一下我在咸鱼上买的订单物流情况。,在闲鱼中查看我买到的商品的物流,闲鱼,物流,<Plan>#物流#在$闲鱼$中查看订单物流情况</Plan><Finish>,,√,0,,,,,,,,,,,,
在闲鱼二手APP里怎么找到我买的东西的物流进度？,在闲鱼中查看我买到的商品的物流,闲鱼,物流,<Plan>#物流#在$闲鱼$中查看物流进度</Plan><Finish>,,√,1,,,,,,,,,,,,
YOYO，在闲鱼市场里面怎么查看我已购商品的快递状态？,在闲鱼中查看我买到的商品的物流,闲鱼,物流,<Plan>#物流#在$闲鱼$中查看已购商品的快递状态</Plan><Finish>,,√,1,,,,,,,,,,,,
有没有办法在咸鱼上直接看到我最近下单购买物品的物流详情？,在闲鱼中查看我买到的商品的物流,闲鱼,物流,<Plan>#物流#在$闲鱼$中查看最近下单购买物品的物流详情</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我查一下我在抖音火山版里的商城订单物流信息。,在抖音火山版中查看商城订单物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看商城订单物流信息</Plan><Finish>,,√,0,,,,,,,,,,,,
我想在火山小视频里查看我昨天下单的物流进度，怎么操作啊？,在抖音火山版中查看商城订单物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看昨天下单的物流进度</Plan><Finish>,,√,1,,,,,,,,,,,,
快让我看看抖音火山版订单的物流详情！,在抖音火山版中查看商城订单物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看订单物流详情</Plan><Finish>,,√,0,,,,,,,,,,,,
火山版抖音里的商品发货了吗？怎么查物流？,在抖音火山版中查看商城订单物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看商品发货情况<br>#物流#在$抖音火山版$中查看已购买商品的物流情况</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看已购买商品的物流情况</Plan><Finish>,√,1,,,,,,,,,,,,
抖音火山版商城买的東西什么时候能到啊？给我查一下物流,在抖音火山版中查看商城订单物流,抖音火山版,物流,<Plan>#物流#查看在$抖音火山版$中购买的商品物流情况</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我查一下抖音火山版里的商城订单物流状态，有没有显示已签收。,在抖音火山版中查看商城订单已签收物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看商城订单物流状态<br>#搜索#在$抖音火山版$中搜索已签收</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看已签收订单物流</Plan><Finish>,√,0,,,,,,,,,,,,
我在抖音火山版下单的东西，怎么查已签收的物流信息啊？,在抖音火山版中查看商城订单已签收物流,抖音火山版,物流,<Plan>#物流#在$抖音$中查看已签收的物流信息</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看已签收的物流信息</Plan><Finish>,√,1,,,,,,,,,,,,
火山小视频里面的购物订单怎么看已签收的物流详情呢？,在抖音火山版中查看商城订单已签收物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看已签收的物流详情</Plan><Finish>,,√,1,,,,,,,,,,,,
快帮我看看火山app里已签收的商城包裹是哪个快递送的。,在抖音火山版中查看商城订单已签收物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看已签收的商城包裹</Plan><Finish>,,√,0,,,,,,,,,,,,
哎呀，我之前在抖音火山版买的东东到哪了，帮我查一下是不是在已签收里面,在抖音火山版中查看商城订单已签收物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看已购买商品的物流情况<br>#签到#在$抖音火山版$中查看已签收商品</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看已签收商品物流</Plan><Finish>,√,0,,,,,,,,,,,,
我在火山小视频里有一个订单显示待取件，怎么查物流信息？,在抖音火山版中查看商城订单待取件物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看待取件订单的物流信息</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我打开抖音火山版里的商城订单页面，看一下待取件的物流状态。,在抖音火山版中查看商城订单待取件物流,抖音火山版,物流,<Plan>#启动#打开$抖音$火山版<br>#物流#在$抖音$火山版中查看待取件的物流状态</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看待取件的物流状态</Plan><Finish>,√,0,,,,,,,,,,,,
抖音火山版订单里显示“待取件”的物流，帮我查一下,在抖音火山版中查看商城订单待取件物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看待取件的物流</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo助手，能不能教我在火山app里找到我的待取件订单的物流详情？,在抖音火山版中查看商城订单待取件物流,抖音火山版,物流,<Plan>#物流#在$得物$中查看待取件订单的物流详情</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看待取件订单的物流详情</Plan><Finish>,√,1,,,,,,,,,,,,
火山版抖音的商城订单中，待取件的包裹物流在哪里查？,在抖音火山版中查看商城订单待取件物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看待取件的包裹物流</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，我在抖音火山版里怎么查商城的派送中订单的物流信息啊？,在抖音火山版中查看商城订单派送中物流,抖音火山版,物流,<Plan>#物流#在$抖音火山版$中查看派送中订单的物流信息</Plan><Finish>,,√,0,,,,,,,,,,,,
火山小视频里的商品配送到哪了，能帮我查一下派送中的物流吗？看看有些啥,在抖音火山版中查看商城订单派送中物流,抖音火山版,物流,<Plan>#物流#查看$抖音火山版$中派送中的物流<br>#搜索#在$抖音火山版$中搜索商品</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看派送中的物流</Plan><Finish>,√,1,,,,,,,,,,,,
