大类,app,指令,query,是否重复（1/0）,修改后query,plan（在xx中做什么）,问题,标注人,assistant,,,,,,,
购物-评价,闲鱼,在闲鱼中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,YoYo，我在闲鱼买的蓝牙耳机想评3星，评价内容写“音质一般，佩戴不太舒服”，记得上传截图。,,,在闲鱼中评价蓝牙耳机订单，星级为3星，评价内容为“音质一般，佩戴不太舒服”，并上传图片,,刘鹏,好的，已帮您在闲鱼上提交了蓝牙耳机的3星评价，并附上“音质一般，佩戴不太舒服”的评价内容，截图也已上传成功。还有其他需要YoYo帮忙的吗？,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>,帮我到闲鱼市场里搜一下运动鞋。,,,在闲鱼市场中搜索运动鞋,,刘鹏,好的，已经在闲鱼市场为您搜索到许多性价比高的运动鞋啦，有需要进一步筛选或查看具体款式吗？,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>,闲鱼上能搜到小米手机13吗？,,,在闲鱼中搜索小米手机13,,刘鹏,好的，我帮您查了一下，闲鱼上确实能搜到小米手机13呢！不过具体成色、配置和价格可能会有所不同，建议您可以根据自己的需求多看看几个卖家的信息哦～还有其他想了解的吗？,,,,,,,
购物-下单,闲鱼,在闲鱼中下单<搜索内容>,帮我打开闲鱼，搜索一下运动鞋。,,帮我打开闲鱼，下单运动鞋。,在闲鱼中下单运动鞋,,刘鹏,好的呀，已经帮您在闲鱼上找到心仪的运动鞋并完成下单啦！订单信息一切正常，有需要随时找我哦～,,,,,,,
购物-下单,闲鱼,在闲鱼中下单<搜索内容>,闲鱼上能搜到小米手环吗？,,闲鱼上能下单小米手环吗？,在闲鱼中下单小米手环,,刘鹏,好的，已经在闲鱼上为您搜索了小米手环的相关商品，目前有多个卖家正在出售，您可以选择心仪的商品下单哦。需要我帮您打开链接查看吗？,,,,,,,
购物-下单,闲鱼,在闲鱼中下单<搜索内容>送至<地址>,帮我用支付宝在闲鱼下单小米手机送至北京市朝阳区建国路88号SOHO现代城C座1002室。,,帮我用在闲鱼下单小米手机送至北京市朝阳区建国路88号SOHO现代城C座1002室。,在闲鱼中下单小米手机送至北京市朝阳区建国路88号SOHO现代城C座1002室,,刘鹏,好的，已经帮您在闲鱼下单小米手机，并填写了北京市朝阳区建国路88号SOHO现代城C座1002室作为收货地址啦。预计很快就能送达，有需要随时找YoYo哦~,,,,,,,
购物-下单,闲鱼,在闲鱼中下单<搜索内容>送至<地址>,我在闲鱼市场里找一双耐克运动鞋，要42码的，送到杭州市西湖区文三路159号，请尽快下单。,,我在闲鱼市场里找耐克运动鞋送到杭州市西湖区文三路159号，请尽快下单。,在闲鱼市场中下单耐克运动鞋送到杭州市西湖区文三路159号,,刘鹏,好的，已经在闲鱼市场为您筛选出符合要求的耐克运动鞋，并提交了送往杭州市西湖区文三路159号的订单，预计会尽快完成配送。还有其他需要帮忙的吗？,,,,,,,
购物-下单,闲鱼,在闲鱼中用<支付方式>下单<搜索内容>,在闲鱼里用支付宝下单蓝牙耳机。,,,在闲鱼中用支付宝下单蓝牙耳机,,刘鹏,好的，已帮您在闲鱼里用支付宝下单了蓝牙耳机，订单信息已确认无误。稍等几天就可以收到心仪的耳机啦，有其他需要随时找我哦~,,,,,,,
购物-下单,闲鱼,在闲鱼中用<支付方式>下单<搜索内容>,帮我用花呗付款买一个二手Switch游戏机。,,在闲鱼中帮我用花呗付款买二手Switch游戏机。,在闲鱼中用花呗付款下单二手Switch游戏机,,刘鹏,好的呀，已经帮您完成在闲鱼上的花呗付款购买二手Switch游戏机的操作啦。交易成功后记得及时查看订单状态哦，有需要可以随时找YoYo帮忙~,,,,,,,
购物-下单,闲鱼,在闲鱼中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,在闲鱼上下单2件L码的纯棉T恤用微信支付送到北京市朝阳区建国路88号soho现代城3号楼1205室,,,在闲鱼中下单2件L码的纯棉T恤用微信支付送到北京市朝阳区建国路88号soho现代城3号楼1205室,,刘鹏,好的，已为您在闲鱼上下单2件L码的纯棉T恤，并用微信支付完成付款，包裹将送到北京市朝阳区建国路88号soho现代城3号楼1205室。订单信息已同步至闲鱼账号，有需要可以随时联系YoYo哦~,,,,,,,
购物-下单,闲鱼,在闲鱼中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,帮我用支付宝付款在闲鱼买一双42码的运动鞋送到杭州市西湖区文三路159号华星时代广场B座6楼,,,在闲鱼中下单一双42码的运动鞋用支付宝付款送至杭州市西湖区文三路159号华星时代广场B座6楼,,刘鹏,好的，已为您在闲鱼上找到42码的运动鞋并完成支付宝付款，订单信息已确认，包裹将送往杭州市西湖区文三路159号华星时代广场B座6楼。预计很快就能送达，有需要随时找我哦！,,,,,,,
购物-收藏,闲鱼,在闲鱼中收藏<搜索内容>,帮我把闲鱼上的复古收音机加入收藏。,,,在闲鱼中收藏复古收音机,,刘鹏,好的，已为您将闲鱼上的复古收音机加入收藏，随时可以去收藏夹查看哦，还有其他想收藏的可以告诉我呢。,,,,,,,
购物-收藏,闲鱼,在闲鱼中收藏<搜索内容>,我在闲鱼市场里收藏了那款北面羽绒服。,,,在闲鱼市场中收藏北面羽绒服,,刘鹏,好的，已为您找到闲鱼市场里收藏的那款北面羽绒服，有需要进一步了解或沟通的可以随时告诉我哦~,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>并筛选降价,帮我把闲鱼上降价的运动鞋筛选出来。,,,在闲鱼中搜索运动鞋并筛选降价,,刘鹏,好的，已为您筛选出闲鱼上降价的运动鞋，正在为您展示优惠信息呢~有看中的款式可以告诉我哦！,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>并筛选降价,我想在咸鱼里搜数码相机然后按降价排序，能帮我操作吗？,,,在咸鱼中搜索数码相机并筛选按降价排序,,刘鹏,好的，已为您在咸鱼上搜索了数码相机，并按降价排序啦。快去看看有没有心仪的宝贝吧，有需要再随时找我哦~,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>并筛选新发,在闲鱼市场里找一下游戏机，并且只看最新发布的。,,,在闲鱼市场中搜索游戏机并筛选最新发布的,,刘鹏,好的，已经在闲鱼市场为您筛选出最新发布的游戏机信息啦，这样您可以轻松找到心仪的设备哦。还有其他想了解的吗？,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>并筛选新发,YOYO，帮我到咸鱼上搜蓝牙耳机，筛选条件设为新发的。,,,在咸鱼中搜索蓝牙耳机并筛选新发,,刘鹏,好的，已经帮您在咸鱼上找到最新发布的蓝牙耳机啦，有需要可以随时查看哦~,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>并筛选<区域>,帮我打开闲鱼市场，搜一下运动鞋然后筛选北京地区。,,,在闲鱼市场中搜索运动鞋并筛选北京地区,,刘鹏,好的，已经为您打开闲鱼市场并搜索了“运动鞋”，同时筛选了北京地区的商品。有看中的款式可以随时告诉我哦，祝您购物愉快～,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>并筛选<区域>,闲鱼二手里能不能找得到连衣裙，并且筛选杭州的？,,,在闲鱼二手中搜索连衣裙并筛选杭州,,刘鹏,好的，已为您在闲鱼上找到杭州地区的连衣裙信息，有需要可以再叫YoYo哦。,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>并筛选<筛选条件>,帮我打开闲鱼，搜索蓝牙耳机，并筛选“500元以下”和“包邮”。,,,在闲鱼中搜索蓝牙耳机并筛选“500元以下”和“包邮”,,刘鹏,好的，已经为您打开闲鱼并搜索了蓝牙耳机，还帮您筛选了500元以下和包邮的选项呢。有需要进一步操作可以随时叫我YoYo哦~,,,,,,,
购物-搜索,闲鱼,在闲鱼中搜索<搜索内容>并筛选<筛选条件>,在闲鱼市场里找找运动鞋，然后按“24h内发货”和“发货地为北京”来筛选。,,,在闲鱼市场中搜索运动鞋并筛选“24h内发货”和“发货地为北京”,,刘鹏,好的呀，已经在闲鱼市场为您筛选出符合“24小时内发货”且“发货地为北京”的运动鞋啦，有需要进一步帮您看的款式吗？,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>,帮我打开抖音火山版商城，搜一下运动鞋。,,,在抖音火山版中的商城搜索运动鞋,,刘鹏,好的呀，已经为您打开抖音火山版商城，并搜索了运动鞋，快去看看有没有喜欢的款式吧～有需要进一步帮助可以随时告诉我哦！,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>,我在火山小视频里怎么找不到商城入口呢？,,帮我打开抖音火山版商城，搜一下手机壳。,在抖音火山版中的商城搜索手机壳,,刘鹏,好的，已经为您打开抖音火山版商城，并搜索了手机壳，快去挑选你喜欢的款式吧~还有其他需要帮忙的吗？,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>的评论,我在火山小视频的商城里怎么找不到商品评论呀，帮我打开一下。,,我在火山小视频的商城里怎么找不到连衣裙评论呀，帮我打开一下。,在抖音火山版中的商城打开连衣裙的评论,,刘鹏,好的，已经帮您找到火山小视频商城中的连衣裙评论页面了，您可以查看心仪的款式和其他用户的评价哦。还有其他需要帮忙的吗？,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>的评论,YoYo，快帮我打开抖音火山版商城里这个蓝牙耳机的评论看看。,,,在抖音火山版中的商城打开蓝牙耳机的评论,,刘鹏,好的呀，已经帮您打开抖音火山版商城里的蓝牙耳机评论页面啦，您可以看看其他买家的评价哦。还有需要YoYo帮忙的吗？,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>的规格,帮我打开抖音火山版商城里连衣裙的规格页面。,,,在抖音火山版中的商城打开连衣裙的规格页面,,刘鹏,好的呀，已经为您打开抖音火山版商城里的连衣裙规格页面啦，您可以仔细看看喜欢的款式和具体参数哦。还有其他需要帮忙的吗？,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>的规格,YoYo，我在火山小视频的商城里怎么找不到打开手机壳规格的地方？,,,在火山小视频中的商城打开手机壳的规格,,刘鹏,好的呢，已经帮您找到火山小视频商城里的手机壳规格选项啦，您可以根据需求挑选合适的款式和参数哦~还有其他需要协助的，随时找我YoYo就行啦！,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>的参数,帮我打开抖音火山版商城里的“运动鞋”搜索参数。,,,在抖音火山版中的商城打开运动鞋的参数,,刘鹏,好的呀，已经为您打开抖音火山版商城里的“运动鞋”搜索页面啦，快去挑选你喜欢的款式吧～还有其他需要帮忙的吗？,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>的参数,在火山小视频的商城里能查一下“婴儿奶粉”的相关参数吗？,,,在火山小视频中的商城查找婴儿奶粉的相关参数,,刘鹏,好的，已经帮您查询了火山小视频商城中“婴儿奶粉”的相关参数，目前暂未找到符合商品的详细信息。如果您有其他关键词或商品需求，也可以告诉我，我会继续帮您查找~,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>的详情,打开抖音火山版商城，帮我看看运动鞋男款的详情页。,,,在抖音火山版中的商城打开运动鞋男款的详情页,,刘鹏,好的，已经为您打开抖音火山版商城中的运动鞋男款详情页啦，您可以查看商品信息和优惠活动哦，有需要进一步帮助随时告诉我~,,,,,,,
购物-打开,抖音火山版,在抖音火山版的商城中打开<搜索内容>的详情,火山小视频里面那个儿童玩具积木的详情在哪找？,,,在火山小视频中打开儿童玩具积木的详情,,刘鹏,好的，已经在火山小视频中为您找到儿童玩具积木的详情页啦，可以浏览商品信息和用户评价哦，有需要了解更多可以随时告诉我~,,,,,,,
购物-搜索,抖音火山版,在抖音火山版的商城中查看<搜索内容>送达<地址>的时间,我在抖音火山里搜索了运动鞋，送到朝阳区建国路88号大概要多久啊？,,,在抖音火山中搜索运动鞋送达朝阳区建国路88号的时间,,刘鹏,好的，已为您查询过抖音火山里搜索的运动鞋配送信息，预计送达朝阳区建国路88号大约需要2-3天。如果有需要可以随时找我哦~,,,,,,,
购物-搜索,抖音火山版,在抖音火山版的商城中查看<搜索内容>送达<地址>的时间,YoYo，帮我查一下抖音火山版商城里这件连衣裙送到杭州市西湖区文三路159号需要几天？,,,在抖音火山版中的商城查看连衣裙送达杭州市西湖区文三路159号的时间,,刘鹏,好的，已经帮您查询了抖音火山版商城中那件连衣裙的配送时间，预计送到杭州市西湖区文三路159号需要3天左右。需要我帮您关注物流动态吗？,,,,,,,
