类型,轮次,query,plan,reply,assistant,app,大类,origin_instruct,责任人,tag,,,,,,,,,,,,,
单轮-多任务,1,查以下闲鱼的待发货订单顺便清除抖音火山版的搜索历史,"在$闲鱼$中查看我买的待发货订单
  在$抖音火山版$中的商城清除搜索历史","完成
完成",好的,"闲鱼
 抖音火山版","订单
搜索","在闲鱼中查看我买的待发货订单
在抖音火山版的商城中清除搜索历史",,,,,,,,,,,,,,,
单轮-多任务,1,查看京东购物车的跨店满减商品然后看下抖音火山版的搜索历史,"在$京东$中查看购物车中的跨店满减商品
  在$抖音火山版$中的商城查看搜索历史","完成
完成",好的,"京东
 抖音火山版","购物车
搜索","在京东中查看购物车中的跨店满减商品
在抖音火山版的商城中查看搜索历史",,,,,,,,,,,,,,,
单轮-多任务,1,帮我看看闲鱼的我买的全部订单还有抖音火山版的我的订单,"在$闲鱼$中查看我买的全部订单
  在$抖音火山版$中的商城查看我的订单","完成
完成",好的,"闲鱼
 抖音火山版","订单
订单","在闲鱼中查看我买的全部订单
在抖音火山版的商城中查看我的订单",,,,,,,,,,,,,,,
单轮-多任务,1,使用京东拍照搜索再看下闲鱼我买的待付款订单,"在$京东$中使用拍照搜索功能
  在$闲鱼$中查看我买的待付款订单","完成
完成",好的,"京东
 闲鱼","搜索
订单","在京东中使用拍照搜索功能
在闲鱼中查看我买的待付款订单",,,,,,,,,,,,,,,
单轮-多任务,1,查下京东收藏的促销商品再去闲鱼查我卖出的订单,"在$京东$中查看商品收藏中的促销商品
  在$闲鱼$中查看我卖出的订单","完成
完成",好的,"京东
 闲鱼","收藏
订单","在京东中查看商品收藏中的促销商品
在闲鱼中查看我卖出的订单",,,,,,,,,,,,,,,
单轮-多任务,1,帮我看下京东收藏里面的下架商品还有闲鱼里我买的待收货订单,"在$京东$中查看商品收藏中的下架商品
  在$闲鱼$中查看我买的待收货订单","完成
完成",好的,"京东
 闲鱼","收藏
订单","在京东中查看商品收藏中的下架商品
在闲鱼中查看我买的待收货订单",,,,,,,,,,,,,,,
单轮-多任务,1,帮我搜下抖音火山版荣耀商城手机按价格从高到低排序再去看下我闲鱼的我买的订单,"在$抖音火山版$中搜索荣耀手机按价格从高到低排序
  在$闲鱼$中查看我买的订单","完成
完成",好的,"抖音火山版
 闲鱼","搜索
订单","在抖音火山版的商城中搜索<搜索内容>按价格从高到低排序
在闲鱼中查看我买的订单",,,,,,,,,,,,,,,
单轮-多任务,1,搜索阿里巴巴我收藏的外套商品顺便把京东的搜索记录清除,"在$阿里巴巴$中搜索收藏的外套
  在$京东$中清除搜索历史","完成
完成",好的,"阿里巴巴
 京东","搜索
搜索","在阿里巴巴的收藏中搜索<搜索内容>
在京东中清除搜索历史",,,,,,,,,,,,,,,
单轮-多任务,1,帮我看下京东待揽件快递然后打开闲鱼拍照搜索功能,"在$京东$中查看待揽件的快递
  在$闲鱼$中使用拍照搜索功能","完成
完成",好的,"京东
 闲鱼","物流
搜索","在京东中查看待揽件的快递
在闲鱼中使用拍照搜索功能",,,,,,,,,,,,,,,
单轮-多任务,1,看下京东已揽件的寄件再去看看闲鱼里我卖出的全部订单,"在$京东$中查看已揽件的寄件
  在$闲鱼$中查看我卖出的全部订单","完成
完成",好的,"京东
 闲鱼","物流
订单","在京东中查看已揽件的寄件
在闲鱼中查看我卖出的全部订单",,,,,,,,,,,,,,,
单轮-多任务,1,查京东购物车的打算送礼的商品还有闲鱼我卖出的待评价订单,"在$京东$中查看购物车中的送礼商品
  在$闲鱼$中查看我卖出的待评价订单","完成
完成",好的,"京东
 闲鱼","购物车
订单","在京东中查看购物车中的送礼商品
在闲鱼中查看我卖出的待评价订单",,,,,,,,,,,,,,,
单轮-多任务,1,搜索阿里巴巴我关注的零食店铺再看下京东购物车里面的凑单商品,"在$阿里巴巴$中搜索我关注的零食店铺
  在$京东$中查看购物车中的凑单商品","完成
完成",好的,"阿里巴巴
 京东","搜索
购物车","在阿里巴巴的关注店铺中搜索<搜索内容>
在京东中查看购物车中的凑单商品",,,,,,,,,,,,,,,
单轮-多任务,1,搜下阿里巴巴的苹果专卖店再把手机按综合给我排序最后在京东看下我运输中的快递,"在$阿里巴巴$中搜索苹果专卖店按综合排序
  在$京东$中查看运输中的快递","完成
完成",好的,"阿里巴巴
 京东","搜索
物流","在阿里巴巴中搜索<搜索内容>店按综合排序
在京东中查看运输中的快递",,,,,,,,,,,,,,,
单轮-多任务,1,唯品会收藏里搜补水产品再去得物里搜索篮球鞋,"在$唯品会$中搜索收藏的补水产品店铺
  在$得物$中搜索篮球鞋","完成
完成",好的,"唯品会
 得物","搜索
搜索","在唯品会的收藏中搜索<搜索内容>
在得物的想要中搜索<搜索内容>",,,,,,,,,,,,,,,
单轮-多任务,1,帮我在唯品会里搜化妆镜再去帮我看下京东还有哪些派送中快递,"在$唯品会购物车$中搜索化妆镜
  在$京东$中查看派送中的快递","完成
完成",好的,"唯品会购物车
 京东","搜索
物流","在唯品会的购物车中搜索<搜索内容>
在京东中查看派送中的快递",,,,,,,,,,,,,,,
单轮-多任务,1,抖音火山版搜索爆米花零食按价格从低到高顺便去京东收藏里看下有货商品,"在$抖音火山版$中搜索爆米花按价格从低到高排序
  在$京东$中查看商品收藏中的有货商品","完成
完成",好的,"抖音火山版
 京东","搜索
收藏","在抖音火山版的商城中搜索<搜索内容>按价格从低到高排序
在京东中查看商品收藏中的有货商品",,,,,,,,,,,,,,,
单轮-多任务,1,淘宝里看下待取件快递后再去阿里巴巴搜下零食店铺按回头率高低排序,"在$淘宝$中查看待取件的快递
  在$阿里巴巴$中搜索零食店按回头率排序","完成
完成",好的,"淘宝
 阿里巴巴","物流
搜索","在淘宝中查看待取件的快递
在阿里巴巴中搜索<搜索内容>店按回头率排序",,,,,,,,,,,,,,,
单轮-多任务,1,看下淘宝中我的派送中快递然后再去抖音火山版商城里搜下我买的洗发水,"在$淘宝$中查看派送中的快递
  在$抖音火山版$中的商城搜索洗发水","完成
完成",好的,"淘宝
 抖音火山版","物流
搜索","在淘宝中查看派送中的快递
在抖音火山版的商城中搜索<搜索内容>",,,,,,,,,,,,,,,
单轮-多任务,1,在闲鱼里搜下我买到的护手霜订单然后再去抖音火山版商城里搜索潮牌衣服店,"在$闲鱼$中搜索我买到的护手霜订单
  在$抖音火山版$中的商城搜索潮牌衣服店","完成
完成",好的,"闲鱼
 抖音火山版","订单
搜索","在闲鱼中搜索我买到的<搜索内容>订单
在抖音火山版的商城中搜索<搜索内容>店",,,,,,,,,,,,,,,
单轮-多任务,1,在抖音火山版里搜索平板按综合排序再去阿里巴巴里搜索洞洞鞋店铺按销量排序,"在$抖音火山版$中的商城搜索平板吧按综合排序
  在$阿里巴巴$中搜索洞洞鞋店按销量排序","完成
完成",好的,"抖音火山版
 阿里巴巴","搜索
搜索","在抖音火山版的商城中搜索<搜索内容>按综合排序
在阿里巴巴中搜索<搜索内容>店按销量排序",,,,,,,,,,,,,,,
单轮-多任务,1,在京东里搜索保温杯自营店再去抖音火山版搜索附近美食店按销量排序,"在$京东$中搜索保温杯自营店
  在$抖音火山版$中的商城搜索附近美食店按销量排序","完成
完成",好的,"京东
 抖音火山版","搜索
搜索","在京东中搜索<搜索内容>店
在抖音火山版的商城中搜索<搜索内容>按销量排序",,,,,,,,,,,,,,,
单轮-多任务,1,在京东购物车搜索隔日送达的生活用品店铺再去天猫搜索象牌苏打水,"在$京东$中的购物车搜索隔日达
  在$天猫$中搜索象牌苏打水
  ","完成
完成",好的,"京东
 天猫","搜索
搜索","在京东的购物车中搜索<搜索内容>
在天猫中搜索<搜索内容>店
",,,,,,,,,,,,,,,
单轮-多任务,1,看下淘宝里面我的待取件的寄件再去京东搜索智能手表品牌店铺,"在$淘宝$中查看待取件的寄件
  在$京东$中的商品收藏搜索智能手表","完成
完成",好的,"淘宝
 京东","物流
搜索","在淘宝中查看待取件的寄件
在京东的商品收藏中搜索<搜索内容>",,,,,,,,,,,,,,,
单轮-多任务,1,在京东我关注的电铺搜索switch游戏卡带再去闲鱼搜下游戏卡带switch,"在$京东$中的店铺关注搜索switch游戏卡带
  在$闲鱼$中的收藏搜索switch游戏卡带","完成
完成",好的,"京东
 闲鱼","搜索
搜索","在京东的店铺关注中搜索<搜索内容>
在闲鱼的收藏中搜索<搜索内容>",,,,,,,,,,,,,,,
单轮-多任务,1,去拼多多看下待分享订单顺便管理下我的淘宝购物车,"在$拼多多$中查看待分享订单
  在$淘宝$中管理购物车","完成
完成",好的,"拼多多
 淘宝","订单
购物车","在拼多多中查看待分享订单
在淘宝中管理购物车",,,,,,,,,,,,,,,
单轮-多任务,1,去快手任务签到再去看下拼多多里的代发货订单,"在$快手$中的任务中心签到领红包
  在$拼多多$中查看待发货订单","完成
完成",好的,"快手
 拼多多","签到
订单","在快手的任务中心中签到领红包
在拼多多中查看待发货订单",,,,,,,,,,,,,,,
单轮-多任务,1,查下抖音商城的运送物流还有淘宝里的售后订单,"在$抖音$中的商城查看运送中物流
  在$淘宝$中查看退款/售后订单","完成
完成",好的,"抖音
 淘宝","物流
订单","在抖音的商城中查看运送中物流
在淘宝中查看退款/售后订单",,,,,,,,,,,,,,,
单轮-多任务,1,看下快手里待发货订单还有淘宝我关注的上新店铺,"在$快手$中的商城查看待发货订单
  在$淘宝$中查看有上新的关注店铺","完成
完成",好的,"快手
 淘宝","订单
收藏","在快手的商城中查看待发货订单
在淘宝中查看有上新的关注店铺",,,,,,,,,,,,,,,
单轮-多任务,1,去拼多多看下派送中的物流再去京东查下我关注店铺的上新,"在$拼多多$中查看派件中物流
  在$京东$中查看有上新的关注店铺","完成
完成",好的,"拼多多
 京东","物流
收藏","在拼多多中查看派件中物流
在京东中查看有上新的关注店铺",,,,,,,,,,,,,,,
单轮-多任务,1,帮我看下拼多多里待评价的订单还有淘宝购物车里面的常购商品,"在$拼多多$中查看待评价订单
  在$淘宝$中查看购物车中的常购商品","完成
完成",好的,"拼多多
 淘宝","订单
购物车","在拼多多中查看待评价订单
在淘宝中查看购物车中的常购商品",,,,,,,,,,,,,,,
单轮-多任务,1,抖音商城里搜索新款口红按价格从高到低排序再去快手极速版里签到领金币,"在$抖音$中的商城搜索口红按价格从高到低排序
  在$快手极速版$中的赚钱任务签到领金币","完成
完成",好的,"抖音
 快手极速版","搜索
签到","在抖音的商城中搜索<搜索内容>按价格从高到低排序
在快手极速版的赚钱任务中签到领金币",,,,,,,,,,,,,,,
单轮-多任务,1,帮我看下抖音极速版商城里光明牛奶的规格还有快手商城里我加入购物车的光明牛奶的规格,"在$抖音极速版$中的商城打开光明牛奶的规格
  在$快手$中的商城查看加入购物车的光明牛奶规格","完成
完成",好的,"抖音极速版
 快手","搜索
购物车","在抖音极速版的商城中打开<搜索内容>的规格
在快手的商城中加入购物车<规格>的<搜索内容>",,,,,,,,,,,,,,,
单轮-多任务,1,看下我抖音火山版商城里收藏的跑鞋再去阿里巴巴我加入购物车里搜索跑鞋,"在$抖音火山版$中的商城查看收藏的跑鞋
  在$阿里巴巴$中查看加入购物车的跑鞋","完成
完成",好的,"抖音火山版
 阿里巴巴","收藏
购物车","在抖音火山版的商城中收藏<搜索内容>
在阿里巴巴中加入购物车<搜索内容>",,,,,,,,,,,,,,,
单轮-多任务,1,在唯品会里搜索口红再去得物里搜索一下耐克的休闲鞋,"在$唯品会$中搜索口红
  在$得物$中搜索耐克的休闲鞋","完成
完成",好的,"唯品会
 得物","搜索
搜索","在唯品会中搜索<搜索内容>
在得物中搜索<搜索内容>",,,,,,,,,,,,,,,
单轮-多任务,1,看下闲鱼里我近一个月卖出的商品再去转转搜下遮阳帽,"在$闲鱼$中查看近一个月我卖出的商品
  在$转转$中搜索遮阳帽","完成
完成",好的,"闲鱼
 转转","订单
搜索","在闲鱼中筛选<筛选条件>卖出的商品
在转转中搜索<搜索内容>",,,,,,,,,,,,,,,
单轮-多任务,1,去快手极速版商城里搜下南京特产再去拼多多搜下荣耀手机店,"在$快手极速版$中的商城搜索南京特产
  在$拼多多$中搜索荣耀手机店","完成
完成",好的,"快手极速版
 拼多多","搜索
搜索","在快手极速版的商城中搜索<搜索内容>
在拼多多中搜索<搜索内容>店",,,,,,,,,,,,,,,
单轮-多任务,1,在抖音里搜索最近的面条店再去淘宝收藏里搜索文玩手串店,"在$抖音$中的商城搜索附近面条店
  在$淘宝$中的收藏搜索文玩手串店","完成
完成",好的,"抖音
 淘宝","搜索
搜索","在抖音的商城中搜索<搜索内容>店
在淘宝的收藏中搜索<搜索内容>",,,,,,,,,,,,,,,
