user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在转转中搜索我买到的多功能料理锅订单,"[['1', 'search_order(app=""转转"", search_info=""多功能料理锅"", order_status=""我买到的"")']]","[['3', 'search_order(app=""转转"", search_info=""多功能料理锅"", order_status=""我买到的"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0806
在拼多多中搜索旅行箱店铺按销量排序,"[['1', 'search_stores(app=""拼多多"", search_info=""旅行箱"", order_type=""销量"", filter_type=""无"")']]","[['2', 'search_stores(app=""拼多多"", search_info=""旅行箱"", order_type=""销量"")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.6667,0.0000,1.0000,1.0000,1.0000,0.9524
在唯品会中搜索并按销量排序投资指南,"[['1', 'search_goods(app=""唯品会"", search_info=""投资指南"", order_type=""销量"")']]","[['1', 'search_goods(app=""唯品会"", search_info=""投资指南"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9856
在京东中搜索手账用品的店铺,"[['1', 'search_stores(app=""京东"", search_info=""手账用品"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""京东"", search_info=""手账用品"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.8029
在快手商城中搜索DIY手工套装,"[['1', 'search_goods(app=""快手"", search_info=""DIY手工套装"", order_type=""无"")']]","[['1', 'search_goods(app=""快手商城"", search_info=""DIY手工套装"", order_type=""无"")]])",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0227
在淘宝中查看取件信息,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""待取件"")']]","[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""待取件"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8356
在淘宝中查看派送中的寄件,"[['1', 'open_logistics_send(app=""淘宝"", filter_type=""派送中"")']]","[['1', 'open_logistics_send(app=""淘宝"", filter_type=""派送中"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8093
在淘宝中查看已开发票,"[['1', 'open_invoice_page(app=""淘宝"", page_type=""已开票发票"")']]","[['1', 'open_invoice_page(app=""淘宝"", page_type=""已开票发票"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8989
在淘宝中查看待付款订单,"[['1', 'open_orders_bought(app=""淘宝"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""淘宝"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7847
在淘宝中查看待申请发票,"[['1', 'open_invoice_page(app=""淘宝"", page_type=""待申请发票"")']]","[['1', 'open_invoice_page(app=""淘宝"", page_type=""待申请发票"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7845
在淘宝中搜索‘潮玩盲盒’店铺并按卖得最多的排序,"[['1', 'search_stores(app=""淘宝"", search_info=""潮玩盲盒"", order_type=""销量"")']]","[['2', 'search_stores(app=""淘宝"", search_info=""潮玩盲盒"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0705
在淘宝中搜索'手账用品'的店铺并筛选好评率98%以上,"[['1', 'search_stores(app=""淘宝"", search_info=""手账用品"", order_type=""无"", filter_type=""好评率98%以上"")']]","[['2', 'search_stores(app=""淘宝"", search_info=""手账用品"", filter_type=""好评率98%以上"")]])",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2103
在淘宝中查看寄件的信息,"[['1', 'open_logistics_send(app=""淘宝"", filter_type=""无"")']]","[['2', 'open_logistics_send(app=""淘宝"", filter_type=""待寄出"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,0.8199
在天猫中查看待发货商品,"[['1', 'open_orders_bought(app=""天猫"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=""天猫"", order_status=""待发货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7938
在天猫中查看待付款订单,"[['1', 'open_orders_bought(app=""天猫"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""天猫"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8086
在天猫中按最早收藏排序查看收藏夹,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最早收藏在前"", filter_type=""无"")']]","[['2', 'open_favorite_goods(app=""天猫"", order_type=""最早收藏在前"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8589
在天猫中搜索德国厨具品牌店,"[['1', 'search_stores(app=""天猫"", search_info=""德国厨具品牌店"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""天猫"", search_info=""德国厨具品牌店"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.8921
在唯品会中查看待评价订单,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=""唯品会"", order_status=""待评价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8655
在唯品会中查看收藏的宝贝中最近一个月的好货,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""无"", filter_type=""30天内"")']]","[['2', 'open_favorite_goods(app=""唯品会"", filter_type=""有货"", order_type=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1381
在唯品会中签到,"[['1', 'sign_in(app=""唯品会"", page_type=""无"")']]","[['1', 'sign_in(app=""唯品会"", page_type=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7670
在唯品会中查看我的收藏中的打折商品,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""无"", filter_type=""促销"")']]","[['2', 'open_favorite_goods(app=""唯品会"", filter_type=""降价"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8881
在拼多多中联系客服查询派送中的快递,"[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""派送中"")']]","[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""派送中"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8882
在淘宝中管理购物车,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""管理"")']]","[['1', 'open_cart_content(app=""淘宝"", filter_type=""管理"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8323
在抖音商城中显示我搜索过的内容,"[['1', 'open_search_history(app=""抖音"")']]","[['1', 'open_search_history(app=""抖音商城"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.3333,0.0000,0.0000,0.6667,0.5000,0.6667,0.5532
在天猫中显示退款和售后订单,"[['1', 'open_orders_bought(app=""天猫"", order_status=""退款售后"")']]","[['1', 'search_order(app=""天猫"", search_info=""退款和售后"", order_status=""退款售后"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1398
在唯品会中显示售后详情,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""退款售后"")']]","[['2', 'search_order(app=""唯品会"", search_info=""退换售后"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9446
在闲鱼中查看降价宝贝,"[['1', 'open_favorite_goods(app=""闲鱼"", order_type=""无"", filter_type=""降价"")']]","[['2', 'open_favorite_goods(app=""闲鱼"", filter_type=""降价"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8741
在淘宝中拍摄DIY耳钉搜同款,"[['1', 'open_camera_search(app=""淘宝"")']]","[['1', 'open_camera_search(app=""淘宝"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5940
在天猫中使用拍照搜一搜,"[['1', 'open_camera_search(app=""天猫"")']]","[['1', 'open_camera_search(app=""天猫"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6099
在阿里巴巴中查看心理学书籍的订单,"[['1', 'search_order(app=""阿里巴巴"", search_info=""心理学书籍"", order_status=""无"")']]","[['2', 'search_order(app=""阿里巴巴"", search_info=""心理学书籍"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8249
在阿里巴巴中查找按回头率排序的DIY手工材料的店铺,"[['1', 'search_stores(app=""阿里巴巴"", search_info=""DIY手工材料"", order_type=""回头率"", filter_type=""无"")']]","[['2', 'search_stores(app=""阿里巴巴"", search_info=""DIY手工材料"", order_type=""回头率从高到低"")']]",0.0000,1.0000,1.0000,0.8571,0.8095,0.7778,0.7333,0.6667,0.8667,0.8333,0.8667,1.3875
在阿里巴巴中查看我关注的店铺,"[['1', 'open_favorite_stores(app=""阿里巴巴"")']]","[['1', 'open_favorite_stores(app=""阿里巴巴"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7437
在阿里巴巴中查看常购商品,"[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""常购"")']]","[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""常购"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9074
在阿里巴巴中联系客服,"[['1', 'open_customer_service(app=""阿里巴巴"")']]","[['1', 'open_customer_service(app=""阿里巴巴"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6455
在阿里巴巴中翻看我收藏的买过商品,"[['1', 'open_favorite_goods(app=""阿里巴巴"", order_type=""无"", filter_type=""已买过"")']]","[['1', 'open_favorite_goods(app=""阿里巴巴"", filter_type=""买过"", order_type=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0826
在阿里巴巴中查找收藏中的DIY手工材料,"[['1', 'search_in_favorite_goods(app=""阿里巴巴"", search_info=""DIY手工材料"")']]","[['1', 'search_in_favorite_goods(app=""阿里巴巴"", search_info=""DIY手工材料"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9812
在得物中查看想要的园艺剪刀,"[['1', 'search_in_favorite_goods(app=""得物"", search_info=""园艺剪刀"")']]","[['1', 'search_in_favorite_goods(app=""得物"", search_info=""园艺剪刀"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9878
在得物中处理发票服务,"[['1', 'open_invoice_page(app=""得物"", page_type=""无"")']]","[['1', 'open_invoice_page(app=""得物"", page_type=""发票服务入口"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8590
在得物中搜索限量版动漫手办,"[['1', 'search_goods(app=""得物"", search_info=""限量版动漫手办"", order_type=""无"")']]","[['1', 'search_goods(app=""得物"", search_info=""限量版动漫手办"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,0.6667,1.1741
在得物中查找销量最高的限量版运动鞋,"[['1', 'search_goods(app=""得物"", search_info=""限量版运动鞋"", order_type=""销量"")']]","[['1', 'search_goods(app=""得物"", search_info=""限量版运动鞋"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1008
在得物中查找并综合排序‘防水工作靴’,"[['1', 'search_goods(app=""得物"", search_info=""防水工作靴"", order_type=""综合 "")']]","[['1', 'search_goods(app=""得物"", search_info=""防水工作靴"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0830
在抖音火山版中查找商城中的滴灌系统按价格从低到高排序,"[['1', 'search_goods(app=""抖音火山版"", search_info=""滴灌系统"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""抖音火山版"", search_info=""滴灌系统"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2536
在抖音极速版中的商城搜索‘DIY手账本’店铺按综合排序,"[['1', 'search_stores(app=""抖音极速版"", search_info=""DIY手账本"", order_type=""综合 "", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音极速版"", search_info=""DIY手账本"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.2623
在抖音极速版中显示我的收藏夹内容,"[['1', 'open_favorite_goods(app=""抖音极速版"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=""抖音极速版"")']]",0.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6030
在抖音极速版中的商城查看'园艺工具',"[['1', 'search_goods(app=""抖音极速版"", search_info=""园艺工具"", order_type=""无"")']]","[['1', 'search_goods(app=""抖音极速版"", search_info=""园艺工具"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8660
在抖音极速版中的商城查看我的售后订单,"[['1', 'open_orders_bought(app=""抖音极速版"", order_status=""退款售后"")']]","[['1', 'search_order(app=""抖音极速版"", search_info=""售后"", order_status=""退款售后"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0375
在抖音中搜索我买的校园零食订单,"[['1', 'search_order(app=""抖音"", search_info=""校园零食"", order_status=""我买到的"")']]","[['2', 'search_order(app=""抖音"", search_info=""校园零食"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.7109
在抖音商城中搜索手账贴纸的店铺,"[['1', 'search_stores(app=""抖音"", search_info=""手账贴纸"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音商城"", search_info=""手账贴纸"")']]",0.0000,1.0000,1.0000,0.6667,0.7500,0.6667,0.5000,0.5000,0.8333,0.7500,0.8333,0.8844
在京东中查看蓝牙耳机按销量高的优先排序,"[['1', 'search_goods(app=""京东"", search_info=""蓝牙耳机"", order_type=""销量"")']]","[['1', 'search_goods(app=""京东"", search_info=""蓝牙耳机"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9656
在京东中查找海子的诗集按价格从低到高排序,"[['1', 'search_goods(app=""京东"", search_info=""海子的诗集"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""京东"", search_info=""海子的诗集"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2261
在京东中查看购物车中的古典文学选集,"[['1', 'search_cart_content(app=""京东"", search_info=""古典文学选集"")']]","[['1', 'search_cart_content(app=""京东"", search_info=""古典文学选集"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8625
在京东中搜索蓝牙耳机并按评论数从高到低排序,"[['1', 'search_goods(app=""京东"", search_info=""蓝牙耳机"", order_type=""按评论数从高到低"")']]","[['1', 'search_goods(app=""京东"", search_info=""蓝牙耳机"", order_type=""按评论数从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1514
在京东中查找有机肥料的订单,"[['1', 'search_order(app=""京东"", search_info=""有机肥料"", order_status=""无"")']]","[['2', 'search_order(app=""京东"", search_info=""有机肥料"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.7343
在快手中的商城查找诗集按销量排序,"[['1', 'search_goods(app=""快手"", search_info=""诗集"", order_type=""销量"")']]","[['1', 'search_goods(app=""快手"", search_info=""诗集"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9512
在快手极速版中的商城查看价值投资经典书籍的现货,"[['1', 'search_goods(app=""快手极速版"", search_info=""价值投资经典书籍"", order_type=""无"")']]","[['1', 'search_goods(app=""快手极速版"", search_info=""价值投资经典书籍"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,1.0908
在快手极速版中显示商城待收货订单,"[['1', 'open_orders_bought(app=""快手极速版"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""快手极速版"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9068
在快手中搜索商城店铺的‘DIY手工材料’,"[['1', 'search_stores(app=""快手"", search_info=""DIY手工材料"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""快手"", search_info=""DIY手工材料"", order_type=""无"")']]",0.0000,1.0000,1.0000,0.8571,1.0000,0.6667,0.3333,0.3333,1.0000,0.6667,1.0000,1.0420
在快手中使用拍照功能找相似的花瓶,"[['1', 'open_camera_search(app=""快手"")']]","[['1', 'open_camera_search(app=""快手"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5616
在拼多多中搜索综合排序的DIY手工材料的店铺,"[['1', 'search_stores(app=""拼多多"", search_info=""DIY手工材料"", order_type=""综合 "", filter_type=""无"")']]","[['2', 'search_stores(app=""拼多多"", search_info=""DIY手工材料"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0917
在拼多多中搜索手账本店铺按评分排序,"[['1', 'search_stores(app=""拼多多"", search_info=""手账本"", order_type=""评分"")']]","[['2', 'search_stores(app=""拼多多"", search_info=""手账本"", order_type=""评分"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9693
在拼多多中联系客服查看运输中的物流,"[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""运输中"")']]","[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""运输中"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7964
在拼多多中联系官方客服查看待寄出的物流信息,"[['1', 'open_logistics_send(app=""拼多多"", filter_type=""待寄出"")']]","[['2', 'open_logistics_send(app=""拼多多"", filter_type=""待寄出"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7974
