tag,大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
多任务,"购物-搜索
购物-搜索","京东
 天猫",在京东购物车搜索隔日送达的生活用品店铺再去天猫搜索象牌苏打水专卖店,"在京东中搜索购物车隔日送达的生活用品店铺
 在天猫中搜索象牌苏打水专卖店","在京东的购物车中搜索<搜索内容>
在天猫中搜索<搜索内容>店","[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}, {""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
多任务,"购物-物流
购物-搜索","淘宝
 京东",看下淘宝里面我的待取件的寄件再去京东搜索智能手表品牌店铺,"在淘宝中查看待取件的寄件
  在京东中搜索智能手表品牌店铺","在淘宝中查看待取件的寄件
在京东的商品收藏中搜索<搜索内容>","[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""打开显示已售商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}, {""name"": ""search_in_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面,并在其中的搜索栏中进行搜索""}]"
多任务,"购物-搜索
购物-搜索","京东
 闲鱼",在京东我关注的电铺搜索switch游戏卡带再去闲鱼搜下游戏卡带switch,"在京东中的店铺关注搜索switch游戏卡带
  在闲鱼中的搜索switch游戏卡带","在京东的店铺关注中搜索<搜索内容>
在闲鱼的收藏中搜索<搜索内容>","[{""name"": ""search_in_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并在其中的搜索栏搜索商品""}, {""name"": ""search_in_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面,并在其中的搜索栏中进行搜索""}]"
多任务,"购物-订单
购物-购物车","拼多多
 淘宝",去拼多多看下待分享订单顺便管理下我手机上的淘宝购物车,"在拼多多中查看待分享订单
  在淘宝中管理购物车","在拼多多中查看待分享订单
在淘宝中管理购物车","[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}, {""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
多任务,"购物-签到
购物-订单","快手
 拼多多",去快手任务签到再去看下拼多多里的待发货订单,"在快手中的任务中心签到
  在拼多多中查看待发货订单","在快手的任务中心中签到领红包
在拼多多中查看待发货订单","[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}, {""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
多任务,"购物-物流
购物-订单","抖音
 淘宝",查下抖音的商城的运送物流还有淘宝里的售后订单,"在抖音中的商城查看运送中物流
  在淘宝中查看售后订单","在抖音的商城中查看运送中物流
在淘宝中查看退款/售后订单","[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}, {""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
多任务,"购物-订单
购物-收藏","快手
 淘宝",看下快手里待发货订单还有淘宝我关注的上新店铺,"在快手中的商城查看待发货订单
  在淘宝中查看有上新的关注店铺","在快手的商城中查看待发货订单
在淘宝中查看有上新的关注店铺","[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}, {""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并按照条件进行筛选""}]"
多任务,"购物-物流
购物-收藏","拼多多
 京东",去拼多多看下派送中的物流再去京东查下我关注的店铺,"在拼多多中查看派件中物流
  在京东中查看店铺关注","在拼多多中查看派件中物流
在京东中查看店铺关注","[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}, {""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并按照条件进行筛选""}]"
多任务,"购物-订单
购物-购物车","拼多多
 淘宝",帮我看下拼多多里待评价的订单还有淘宝购物车里面的常购商品,"在拼多多中查看待评价订单
  在淘宝中查看购物车中的常购商品","在拼多多中查看待评价订单
在淘宝中查看购物车中的常购商品","[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}, {""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
多任务,"购物-搜索
购物-签到","抖音
 快手极速版",抖音的商城里搜索新款口红按价格从高到低排序再去快手极速版里签到领金币,"在抖音中的商城搜索口红按价格从高到低排序
  在快手极速版中签到领金币","在抖音的商城中搜索<搜索内容>按价格从高到低排序
在快手极速版的赚钱任务中签到领金币","[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}, {""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
多任务,"购物-打开
购物-购物车","抖音极速版
 快手",帮我打开抖音极速版商城里光明牛奶的规格还有快手商城里把大瓶的光明牛奶加入购物车,"在抖音极速版中的商城打开光明牛奶的规格
  在快手中的商城把大瓶的光明牛奶加入购物车","在抖音极速版的商城中打开<搜索内容>的规格
在快手的商城中将<规格>的<搜索内容>加入购物车","[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}, {""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
多任务,"购物-收藏
购物-购物车","抖音火山版
 阿里巴巴",帮我抖音火山版商城里收藏下跑鞋再去阿里巴巴把跑鞋加入购物车里,"在抖音火山版中的商城收藏跑鞋
  在阿里巴巴中把跑鞋加入购物车","在抖音火山版的商城中收藏<搜索内容>
在阿里巴巴中将<搜索内容>加入购物车","[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}, {""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
多任务,"购物-搜索
购物-搜索","唯品会
 得物",在唯品会里搜索口红再去得物里搜索一下耐克的休闲鞋,"在唯品会中搜索口红
  在得物中搜索耐克的休闲鞋","在唯品会中搜索<搜索内容>
在得物中搜索<搜索内容>","[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}, {""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
多任务,"购物-订单
购物-搜索","闲鱼
 转转",筛选下闲鱼里我近一个月卖出的商品再去转转搜下遮阳帽,"在闲鱼中筛选近一个月我卖出的商品
  在转转中搜索遮阳帽","在闲鱼中筛选<筛选条件>卖出的商品
在转转中搜索<搜索内容>","[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}, {""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
多任务,"购物-搜索
购物-搜索","快手极速版
 拼多多",去快手极速版商城里搜下南京特产再去拼多多搜下荣耀手机店,"在快手极速版中的商城搜索南京特产
  在拼多多中搜索荣耀手机店","在快手极速版的商城中搜索<搜索内容>
在拼多多中搜索<搜索内容>店","[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}, {""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
