query,plan,ground_truth,pred_tool_1,pred_score_1,pred_tool_2,pred_score_2,pred_tool_3,pred_score_3,pred_tool_4,pred_score_4,pred_tool_5,pred_score_5,pred_tool_6,pred_score_6,pred_tool_7,pred_score_7,pred_tool_8,pred_score_8,pred_tool_9,pred_score_9,pred_tool_10,pred_score_10,标注结果（n=1）,标注结果（n=3）,标注结果（n=5）
搜抖音火山版商城的联想笔记本高价优先,在$抖音火山版$中搜索商城的联想笔记本高价优先,search_goods,"search_order(app, search_info_slot, order_status)",0.968438579,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.966943134,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.964448209,"open_cart_content(app, filter_type, filter_detail_slot)",0.932564359,"search_cart_content(app, search_info_slot)",0.932036968,"open_customer_service(app, order_slot, store_slot)",0.913841518,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.892682519,"search_in_favorite_stores(app, search_info_slot)",0.880733485,"sign_in(app, page_type)",0.836299074,open_search_history(app),0.06021236,0,1,1
搜抖音火山版买的Swisse护肝片订单,在$抖音火山版$中搜索Swisse护肝片订单,search_order,"search_order(app, search_info_slot, order_status)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.879154933,"open_customer_service(app, order_slot, store_slot)",0.863658772,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.852552704,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.849746907,"search_cart_content(app, search_info_slot)",0.842595322,"sign_in(app, page_type)",0.832013869,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.825467259,"search_in_favorite_stores(app, search_info_slot)",0.80472559,"open_orders_bought(app, order_status, filter_detail_slot)",0.075190319,1,1,1
查去年抖音火山版购入的安慕希酸奶订单,在$抖音火山版$中查看购入的安慕希酸奶订单,search_order,"search_order(app, search_info_slot, order_status)",0.994433541,"open_cart_content(app, filter_type, filter_detail_slot)",0.911880884,"open_orders_bought(app, order_status, filter_detail_slot)",0.876523132,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.845111055,"search_cart_content(app, search_info_slot)",0.831796497,"open_customer_service(app, order_slot, store_slot)",0.823175928,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.788399392,"open_logistics_receive(app, filter_type)",0.779982215,"search_in_favorite_stores(app, search_info_slot)",0.778025207,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.763032458,1,1,1
在阿里巴巴中搜索收藏中的食品级塑料包装袋厂家,在$阿里巴巴$中搜索收藏中的食品级塑料包装袋厂家,search_in_favorite_stores,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.980773444,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.956557594,"search_order(app, search_info_slot, order_status)",0.890140034,"open_cart_content(app, filter_type, filter_detail_slot)",0.866677682,"open_logistics_receive(app, filter_type)",0.860145314,"open_favorite_stores(app, filter_type)",0.85546384,open_search_history(app),0.836047967,delete_search_history(app),0.807712053,"open_orders_bought(app, order_status, filter_detail_slot)",0.796617409,"open_customer_service(app, order_slot, store_slot)",0.790544882,0,0,0
查阿里巴巴收藏夹里的工业轴承库存,在$阿里巴巴$中查看收藏夹里的工业轴承库存,search_in_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.949410694,"open_favorite_stores(app, filter_type)",0.882770444,"open_logistics_receive(app, filter_type)",0.876138534,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.875350047,open_search_history(app),0.838437257,"open_orders_bought(app, order_status, filter_detail_slot)",0.817376984,"search_order(app, search_info_slot, order_status)",0.815285017,"open_customer_service(app, order_slot, store_slot)",0.766740693,delete_search_history(app),0.764283034,0,0,0
阿里巴巴中关注的生产线设备厂家有新品上架吗,在$阿里巴巴$中关注的生产线设备厂家的新品上架,search_in_favorite_stores,"open_favorite_stores(app, filter_type)",0.977883215,"open_cart_content(app, filter_type, filter_detail_slot)",0.932760641,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.925266831,"open_logistics_receive(app, filter_type)",0.896947585,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.878923053,"search_order(app, search_info_slot, order_status)",0.873426531,"open_customer_service(app, order_slot, store_slot)",0.849648593,"open_orders_bought(app, order_status, filter_detail_slot)",0.846765871,"sign_in(app, page_type)",0.806846023,open_search_history(app),0.789197064,0,0,0
查看阿里巴巴星标店铺的电子元件价格,在$阿里巴巴$中查看星标店铺的电子元件价格,search_in_favorite_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.964446257,"open_favorite_stores(app, filter_type)",0.923308606,"open_cart_content(app, filter_type, filter_detail_slot)",0.914732225,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.864857337,"open_logistics_receive(app, filter_type)",0.813107603,"search_order(app, search_info_slot, order_status)",0.795785658,"open_orders_bought(app, order_status, filter_detail_slot)",0.785536125,"open_customer_service(app, order_slot, store_slot)",0.758770864,open_search_history(app),0.743029995,"sign_in(app, page_type)",0.732602524,0,0,0
按综合排序看阿里巴巴的食品添加剂厂家,在$阿里巴巴$中搜索食品添加剂厂家并按综合排序,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.874449228,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.853744537,"open_favorite_stores(app, filter_type)",0.847034476,"search_order(app, search_info_slot, order_status)",0.826734498,"open_customer_service(app, order_slot, store_slot)",0.811551771,"open_logistics_receive(app, filter_type)",0.810962352,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.807280332,open_search_history(app),0.80080438,"search_cart_content(app, search_info_slot)",0.762541915,0,0,0
搜阿里巴巴的工业阀门综合对比,在$阿里巴巴$中搜索工业阀门综合对比,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.854069685,"search_order(app, search_info_slot, order_status)",0.819736477,"open_logistics_receive(app, filter_type)",0.804552419,"open_favorite_stores(app, filter_type)",0.80071266,open_search_history(app),0.79251291,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.792413174,delete_search_history(app),0.752221792,"open_orders_bought(app, order_status, filter_detail_slot)",0.743272905,"open_customer_service(app, order_slot, store_slot)",0.723882645,1,1,1
按销量查阿里巴巴的包装机械厂家,在$阿里巴巴$中搜索包装机械厂家按销量排序,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.796507772,"open_cart_content(app, filter_type, filter_detail_slot)",0.783711722,"open_logistics_receive(app, filter_type)",0.781742023,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.755310531,"open_favorite_stores(app, filter_type)",0.733747884,open_search_history(app),0.724524142,"open_customer_service(app, order_slot, store_slot)",0.715587748,"open_orders_bought(app, order_status, filter_detail_slot)",0.711660647,delete_search_history(app),0.709680156,0,0,0
搜阿里巴巴的食品加工设备销量前十,在$阿里巴巴$中搜索食品加工设备销量前十,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.796555652,"open_cart_content(app, filter_type, filter_detail_slot)",0.788573683,open_search_history(app),0.777874144,delete_search_history(app),0.754815538,"open_favorite_stores(app, filter_type)",0.740961071,"open_logistics_receive(app, filter_type)",0.740379761,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.74025936,"open_orders_bought(app, order_status, filter_detail_slot)",0.716583769,"open_customer_service(app, order_slot, store_slot)",0.680162991,1,1,1
按价格升序筛选阿里巴巴的工业润滑油,在$阿里巴巴$中筛选工业润滑油按价格升序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.769307588,"search_order(app, search_info_slot, order_status)",0.755390816,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.741004111,"open_logistics_receive(app, filter_type)",0.732507936,open_search_history(app),0.720969708,"open_favorite_stores(app, filter_type)",0.719155635,"open_orders_bought(app, order_status, filter_detail_slot)",0.714969547,delete_search_history(app),0.710943587,"open_customer_service(app, order_slot, store_slot)",0.710320061,1,1,1
搜阿里巴巴的食品检测设备低价优先,在$$中搜索阿里巴巴的食品检测设备低价优先,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999914265,"search_order(app, search_info_slot, order_status)",0.917416866,"open_cart_content(app, filter_type, filter_detail_slot)",0.916883178,open_search_history(app),0.880899751,delete_search_history(app),0.846311914,"open_logistics_receive(app, filter_type)",0.845187718,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.83763636,"open_favorite_stores(app, filter_type)",0.822492645,"open_orders_bought(app, order_status, filter_detail_slot)",0.79716533,"open_customer_service(app, order_slot, store_slot)",0.794042282,1,1,1
查阿里巴巴的高端包装设备按价格降序,在$阿里巴巴$中查找高端包装设备按价格降序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.747771834,"search_order(app, search_info_slot, order_status)",0.742487662,"open_logistics_receive(app, filter_type)",0.732744924,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.718759836,"open_orders_bought(app, order_status, filter_detail_slot)",0.701931388,"open_favorite_stores(app, filter_type)",0.679583337,open_search_history(app),0.673696311,"open_customer_service(app, order_slot, store_slot)",0.669807738,delete_search_history(app),0.657413907,1,1,1
搜阿里巴巴的精密仪器高价优先浏览,在$$中搜索阿里巴巴的精密仪器高价优先浏览,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999914265,"search_order(app, search_info_slot, order_status)",0.902169163,"open_cart_content(app, filter_type, filter_detail_slot)",0.895842023,open_search_history(app),0.865583681,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.85009391,delete_search_history(app),0.835781443,"open_favorite_stores(app, filter_type)",0.821284996,"open_logistics_receive(app, filter_type)",0.814124936,"search_cart_content(app, search_info_slot)",0.789790118,"open_orders_bought(app, order_status, filter_detail_slot)",0.77799439,1,1,1
按回头率看阿里巴巴的食品包装材料厂家,在$阿里巴巴$中按回头率查看食品包装材料厂家,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.896375854,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.882297059,"open_favorite_stores(app, filter_type)",0.867911551,"open_logistics_receive(app, filter_type)",0.862803657,"open_orders_bought(app, order_status, filter_detail_slot)",0.830243339,"search_order(app, search_info_slot, order_status)",0.81807881,open_search_history(app),0.808048259,"open_customer_service(app, order_slot, store_slot)",0.785677542,delete_search_history(app),0.72074676,0,0,0
搜阿里巴巴的工业零配件按回头率排列,在$阿里巴巴$中搜索工业零配件按回头率排列,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.821129826,"search_order(app, search_info_slot, order_status)",0.813728691,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.786853663,open_search_history(app),0.755698139,"open_favorite_stores(app, filter_type)",0.746202617,"open_orders_bought(app, order_status, filter_detail_slot)",0.737694101,"open_logistics_receive(app, filter_type)",0.73411035,delete_search_history(app),0.717847226,"search_cart_content(app, search_info_slot)",0.692986859,1,1,1
